,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
1792,66,0.0102,0.705,299960,0.712,0.000855,6,0.1,-6.156,1,0.0385,97.512,4,0.62
1793,71,0.0149,0.785,208863,0.744,0.00666,3,0.0661,-4.249,0,0.0369,126.018,4,0.833
1794,62,0.132,0.738,225850,0.814,9.64e-06,7,0.126,-4.414,0,0.0999,119.041,4,0.483
1795,64,0.228,0.842,212079,0.29,0.904,11,0.114,-12.099,0,0.121,79.985,4,0.405
1796,63,0.0311,0.472,268000,0.605,0.0308,8,0.101,-4.437,1,0.134,128.375,1,0.212
1797,61,0.0171,0.92,159755,0.458,0.0,5,0.107,-5.643,0,0.315,132.992,4,0.403
1798,66,0.996,0.121,133583,0.633,0.424,10,0.126,-24.715,0,0.056,78.844,3,1e-05
1799,65,0.107,0.617,221182,0.844,0.0,5,0.203,-3.783,0,0.278,109.898,4,0.79
1800,64,0.162,0.71,230440,0.814,0.0,10,0.16,-4.575,1,0.0561,155.02,4,0.714
1801,72,0.475,0.696,202600,0.568,2.44e-05,5,0.0922,-8.017,1,0.0369,153.93,4,0.504
1802,75,0.149,0.656,307435,0.662,8e-06,1,0.16,-1.387,1,0.191,189.983,4,0.573
1803,61,0.293,0.896,193776,0.615,0.0,6,0.122,-9.326,0,0.326,140.04,4,0.89
1804,67,0.544,0.844,214693,0.674,6.84e-05,6,0.0978,-4.308,1,0.105,103.002,4,0.766
1805,69,0.275,0.504,201799,0.821,0.0,8,0.0418,-3.356,1,0.0598,155.131,4,0.458
1806,63,0.284,0.552,277046,0.741,8.2e-05,11,0.334,-5.419,0,0.0542,69.709,4,0.718
1807,61,0.567,0.678,185828,0.477,0.0,7,0.11,-9.626,1,0.0836,92.963,4,0.481
1808,66,0.221,0.658,198460,0.682,0.0,6,0.236,-4.31,1,0.0311,100.989,4,0.541
1809,65,0.00716,0.728,151308,0.573,0.0,6,0.164,-8.388,1,0.0347,139.947,4,0.315
1810,63,0.348,0.933,184348,0.756,0.000371,8,0.182,-8.753,1,0.193,137.993,4,0.852
1811,65,0.586,0.758,177172,0.62,7.8e-05,5,0.187,-7.079,0,0.0846,156.017,4,0.404
1812,63,0.158,0.325,315724,0.578,0.00479,2,0.575,-6.786,1,0.0455,144.745,4,0.103
1813,66,0.519,0.73,216840,0.38,1.75e-06,10,0.0574,-6.527,1,0.0366,139.867,3,0.904
1814,64,0.846,0.444,89031,0.26,0.764,11,0.375,-19.291,0,0.0695,112.062,1,0.289
1815,61,0.579,0.865,145796,0.383,0.0,1,0.127,-10.154,1,0.252,135.049,4,0.245
1816,62,0.0163,0.71,248467,0.578,0.0,11,0.246,-5.84,0,0.0604,125.969,4,0.512
1817,66,0.881,0.498,195347,0.418,0.0,0,0.113,-6.294,1,0.0539,190.078,4,0.796
1818,62,0.224,0.733,233871,0.262,4.79e-06,0,0.105,-13.766,1,0.028,135.497,3,0.444
1819,65,0.667,0.498,190793,0.744,0.0,0,0.179,-4.498,1,0.0354,112.389,1,0.876
1820,67,0.963,0.354,193792,0.015,0.894,5,0.118,-33.438,1,0.039,66.738,4,0.0899
1821,61,0.0684,0.907,159833,0.683,7.18e-06,5,0.0834,-8.079,1,0.349,89.983,4,0.342
1822,59,0.521,0.661,209476,0.94,0.0,4,0.0872,-1.167,1,0.33,94.006,4,0.507
1823,62,0.0555,0.754,142301,0.663,0.0,6,0.101,-6.311,0,0.427,90.195,4,0.207
1824,69,0.0352,0.745,191255,0.719,0.0,11,0.0639,-4.291,1,0.19,99.962,4,0.611
1825,62,0.122,0.7,149813,0.435,0.000549,0,0.114,-12.597,1,0.0428,141.914,4,0.21
1826,64,0.0387,0.734,203427,0.724,0.000772,7,0.303,-6.935,0,0.165,101.967,4,0.501
1827,61,0.839,0.66,194547,0.45,0.714,4,0.374,-11.011,1,0.0451,145.011,4,0.242
1828,61,0.619,0.5,288593,0.338,0.0,6,0.124,-8.42,1,0.0331,131.82,3,0.0951
1829,65,0.0125,0.553,266933,0.807,0.00222,2,0.302,-5.805,1,0.0428,151.916,4,0.575
1830,61,0.903,0.557,78187,0.147,0.0,9,0.176,-14.173,1,0.103,55.513,4,0.482
1831,74,0.0776,0.643,195419,0.904,0.0,0,0.189,-3.694,1,0.0739,103.028,4,0.481
1832,62,0.659,0.694,126173,0.498,0.0,2,0.127,-7.18,1,0.052,119.825,4,0.815
1833,71,0.00427,0.774,202773,0.792,1.15e-06,9,0.283,-4.019,0,0.224,98.1,4,0.505
1834,65,0.0842,0.53,291900,0.525,2.11e-05,5,0.109,-6.767,0,0.0522,179.944,4,0.231
1835,67,0.964,0.251,150125,0.0121,0.889,5,0.104,-27.531,1,0.0397,75.056,3,0.138
1836,60,0.895,0.379,259253,0.373,0.0718,3,0.115,-12.176,0,0.0309,176.002,1,0.352
1837,68,0.304,0.917,218360,0.476,0.0,3,0.103,-6.621,1,0.0655,93.987,4,0.87
1838,69,0.866,0.512,230930,0.184,0.0,9,0.284,-8.812,0,0.0587,85.82,4,0.37
1839,62,0.257,0.686,233266,0.701,0.00281,5,0.088,-5.702,0,0.0968,173.994,4,0.605
1840,62,0.406,0.787,171572,0.531,3.11e-05,4,0.0703,-6.468,0,0.132,91.957,4,0.276
1841,67,0.509,0.723,196573,0.473,0.0,10,0.135,-5.654,1,0.0326,141.02,3,0.814
1842,63,0.801,0.349,179242,0.307,0.0,10,0.0968,-7.197,1,0.0402,80.964,4,0.447
1843,63,0.25,0.739,248382,0.453,0.0148,5,0.289,-8.363,0,0.0449,139.919,4,0.636
1844,65,0.945,0.633,154125,0.185,0.868,0,0.127,-14.68,1,0.0626,77.223,4,0.155
1845,67,0.0297,0.535,222960,0.975,0.126,0,0.0482,-2.959,1,0.0647,96.004,4,0.689
1846,66,0.0298,0.615,214293,0.66,0.0,9,0.106,-5.55,0,0.032,115.037,4,0.185
1847,67,0.968,0.502,189402,0.0441,0.943,0,0.0992,-22.503,1,0.0384,77.476,4,0.0888
1848,62,0.215,0.503,177763,0.751,0.0,6,0.0551,-5.785,0,0.35,90.04,4,0.324
1849,63,0.0168,0.706,243692,0.935,4.62e-05,6,0.106,-2.418,1,0.0565,130.001,4,0.214
1850,61,0.879,0.484,227133,0.244,1.95e-06,10,0.104,-12.716,0,0.0543,126.098,5,0.349
1851,70,0.752,0.675,190533,0.604,0.0,1,0.111,-6.266,1,0.193,168.034,4,0.456
1852,67,0.214,0.519,211224,0.828,0.0,5,0.0571,-5.523,1,0.365,139.413,4,0.929
1853,72,0.0599,0.654,180760,0.528,7.14e-05,6,0.0975,-6.224,0,0.0412,82.014,4,0.376
1854,67,0.161,0.665,147305,0.905,0.0669,7,0.907,-5.785,1,0.253,114.938,4,0.288
1855,67,0.992,0.293,103714,0.0335,0.808,0,0.121,-25.82,1,0.0399,114.258,4,0.083
1856,65,0.806,0.771,210354,0.518,2.48e-05,4,0.104,-7.582,0,0.0404,79.997,4,0.277
1857,67,0.0254,0.504,205833,0.869,0.0,9,0.0659,-5.576,0,0.213,157.992,4,0.19
1858,73,0.0835,0.711,208947,0.724,0.0,7,0.0389,-4.809,1,0.106,104.048,4,0.478
1859,62,0.0278,0.617,208947,0.732,0.0,11,0.125,-6.737,0,0.0278,84.977,4,0.723
1860,64,0.674,0.746,48423,0.338,0.000375,11,0.529,-13.472,0,0.109,120.053,4,0.469
1861,61,0.495,0.0,75000,0.00243,0.261,7,0.12,-18.795,1,0.0,0.0,0,0.0
1862,64,0.23,0.662,224914,0.677,0.0,1,0.369,-6.371,0,0.0406,99.017,4,0.347
1863,67,0.205,0.911,187046,0.842,1.48e-05,10,0.115,-4.845,1,0.0922,112.016,4,0.578
1864,65,0.000491,0.522,232067,0.751,2.22e-06,1,0.158,-5.46,1,0.0435,139.51,3,0.605
1865,60,0.366,0.529,204773,0.521,0.0,7,0.296,-5.277,1,0.0378,173.688,3,0.438
1866,63,0.0258,0.753,163907,0.78,0.0,9,0.0694,-5.835,1,0.0826,163.962,4,0.534
1867,67,0.649,0.801,197914,0.65,0.0,0,0.109,-7.855,1,0.0576,119.993,4,0.237
1868,65,0.0859,0.805,268400,0.833,0.0,1,0.0578,-6.73,0,0.12,109.076,4,0.703
1869,63,0.653,0.829,227234,0.23,0.188,2,0.258,-16.559,1,0.0418,94.014,4,0.516
1870,61,0.188,0.671,230857,0.75,0.0,6,0.182,-6.128,1,0.0373,105.051,4,0.76
1871,77,0.0466,0.742,221176,0.882,0.0,7,0.206,-2.862,1,0.117,102.04,4,0.463
1872,60,0.218,0.878,278187,0.52,0.0,9,0.119,-7.58,1,0.131,110.996,4,0.337
1873,61,0.15,0.434,217587,0.543,0.0,2,0.105,-6.973,1,0.0292,140.092,3,0.438
1874,63,0.544,0.577,241147,0.53,3.29e-06,7,0.103,-6.749,1,0.0312,85.471,4,0.22
1875,62,0.677,0.783,170456,0.59,0.00162,9,0.168,-5.659,1,0.0379,114.999,3,0.661
1876,63,0.0114,0.714,208200,0.713,0.0183,2,0.0608,-5.52,0,0.027,93.006,4,0.9
1877,60,0.0111,0.475,170547,0.88,0.0,11,0.161,-3.572,1,0.0374,167.996,4,0.403
1878,65,0.214,0.866,268087,0.679,4.8e-06,6,0.101,-6.74,0,0.388,115.015,4,0.272
1879,62,0.507,0.794,235076,0.496,0.0,0,0.115,-6.961,1,0.0523,100.0,4,0.762
1880,70,0.0273,0.494,277027,0.672,0.0,3,0.105,-4.877,1,0.0405,156.208,4,0.557
1881,63,0.816,0.779,163500,0.288,0.903,0,0.108,-11.875,1,0.0551,134.992,4,0.164
1882,63,0.103,0.767,164133,0.689,0.0,10,0.0786,-5.573,0,0.0852,154.957,4,0.555
1883,65,0.128,0.871,273087,0.552,0.0,4,0.272,-4.953,0,0.0509,141.973,4,0.27
1884,64,0.153,0.819,109556,0.513,0.0,6,0.138,-9.005,0,0.433,140.032,4,0.607
1885,69,0.17,0.558,299707,0.863,0.0,4,0.289,-3.53,1,0.178,173.908,4,0.388
1886,62,0.0874,0.537,178773,0.528,0.0,11,0.0855,-7.666,0,0.208,96.931,4,0.124
1887,67,0.273,0.604,255886,0.507,2.27e-06,0,0.0943,-7.928,1,0.0382,91.984,4,0.114
1888,63,0.0403,0.917,224903,0.786,0.0,11,0.195,-4.921,0,0.208,143.038,4,0.441
1889,64,0.403,0.605,281000,0.422,0.902,4,0.0974,-15.64,0,0.0318,120.052,4,0.172
1890,69,0.0421,0.571,161400,0.763,0.0,9,0.394,-6.66,1,0.0491,99.953,4,0.211
1891,62,0.0349,0.738,153783,0.749,0.0,1,0.0794,-5.727,0,0.0838,113.027,4,0.583
1892,63,0.25,0.822,227373,0.861,7e-05,11,0.164,-8.846,1,0.0832,123.964,4,0.548
1893,60,0.0716,0.711,208733,0.796,0.0045,10,0.262,-5.87,1,0.0341,109.991,4,0.901
1894,68,0.924,0.694,108085,0.0935,0.0,0,0.0958,-13.712,1,0.0438,131.182,4,0.551
1895,62,0.0117,0.532,185600,0.956,0.0,9,0.0528,-0.902,0,0.591,150.016,4,0.613
1896,62,0.00902,0.821,185261,0.72,7.07e-06,10,0.158,-4.606,0,0.222,150.039,4,0.285
1897,61,0.0144,0.574,188252,0.738,0.0,5,0.178,-4.426,1,0.0316,124.004,4,0.439
1898,62,0.373,0.593,156547,0.673,0.000808,2,0.281,-6.324,1,0.117,150.526,4,0.88
1899,62,0.0645,0.279,188735,0.697,0.0,11,0.431,-8.355,1,0.0411,70.554,4,0.244
1900,60,0.000962,0.837,238750,0.531,0.0,1,0.112,-6.569,1,0.152,96.061,4,0.16
1901,59,0.2,0.713,209224,0.666,2.09e-05,11,0.137,-6.128,1,0.0511,112.015,4,0.277
1902,61,0.0353,0.947,124526,0.441,0.0,2,0.111,-9.311,1,0.135,125.01,4,0.275
1903,68,0.473,0.62,234333,0.448,0.0,0,0.0917,-7.641,0,0.0459,126.94,4,0.306
1904,68,0.645,0.706,179539,0.476,0.0,10,0.0717,-9.243,1,0.0384,130.044,4,0.687
1905,62,0.00889,0.377,141000,0.506,1.15e-06,11,0.482,-4.773,0,0.157,145.254,4,0.787
1906,62,0.295,0.738,178887,0.541,2.25e-05,11,0.126,-4.985,0,0.214,90.087,4,0.394
1907,62,0.0322,0.595,194480,0.542,0.0,0,0.106,-6.443,1,0.0287,130.05,4,0.217
1908,62,0.0193,0.72,189109,0.727,0.0,1,0.107,-8.16,1,0.221,77.991,4,0.277
1909,61,0.0112,0.523,228640,0.865,0.0,7,0.153,-4.697,1,0.0989,135.115,4,0.325
1910,62,0.327,0.236,279373,0.578,0.00015,7,0.206,-5.477,1,0.0404,75.367,4,0.227
1911,60,0.399,0.75,189973,0.835,0.0,5,0.0421,-4.848,1,0.0312,140.034,4,0.923
1912,71,0.0938,0.675,238667,0.849,0.0,0,0.121,-3.841,1,0.0675,100.111,4,0.681
1913,61,0.626,0.548,197822,0.472,0.0,8,0.119,-8.343,1,0.477,82.36,4,0.138
1914,72,0.253,0.655,198880,0.672,0.0,1,0.312,-4.966,1,0.0581,98.005,4,0.675
1915,60,0.00999,0.833,146752,0.496,1.99e-05,11,0.126,-8.827,1,0.436,156.932,4,0.148
1916,64,0.784,0.636,194360,0.474,0.0613,5,0.113,-8.096,1,0.077,167.064,4,0.571
1917,62,0.82,0.447,303750,0.341,0.000249,8,0.127,-9.413,1,0.0336,109.091,4,0.174
1918,67,3.17e-05,0.334,196589,0.786,0.0,11,0.517,-5.002,1,0.0592,182.933,4,0.901
1919,72,0.683,0.58,189133,0.491,0.0,7,0.122,-5.156,1,0.0473,83.81,4,0.843
1920,68,0.000827,0.216,157361,0.203,0.000466,0,0.133,-26.57,0,0.153,132.84,5,0.039
1921,73,0.101,0.8,271515,0.729,0.0,9,0.316,-2.897,0,0.144,171.976,4,0.836
1922,61,0.133,0.708,208569,0.632,0.0,7,0.621,-7.491,1,0.475,137.981,4,0.373
1923,62,0.106,0.672,169826,0.565,0.0,1,0.113,-6.504,1,0.441,163.827,4,0.313
1924,63,0.114,0.653,150819,0.91,0.0,6,0.111,-3.797,1,0.319,91.102,4,0.818
1925,61,0.0395,0.752,205983,0.708,0.0,9,0.0601,-5.053,1,0.28,84.974,4,0.645
1926,61,0.22,0.781,224707,0.619,0.0,7,0.112,-6.616,1,0.0882,82.954,4,0.391
1927,59,0.522,0.882,142122,0.71,0.0,10,0.131,-6.688,0,0.157,118.915,4,0.445
1928,63,0.362,0.779,235105,0.652,0.0,1,0.0851,-7.147,1,0.397,85.957,4,0.422
1929,69,0.483,0.704,195044,0.706,0.0,11,0.0965,-5.233,0,0.111,92.965,4,0.856
1930,61,0.0994,0.794,182209,0.539,0.0,9,0.312,-7.928,0,0.391,129.065,4,0.765
1931,60,0.162,0.616,199840,0.835,0.0,7,0.0977,-4.277,1,0.0354,97.96,4,0.8
1932,64,0.511,0.842,186947,0.369,0.00354,7,0.265,-7.813,0,0.0536,77.285,4,0.583
1933,66,0.144,0.601,208760,0.583,9.73e-05,8,0.183,-5.725,0,0.263,148.785,4,0.32
1934,67,0.137,0.829,199199,0.819,0.00792,2,0.282,-3.43,0,0.131,123.944,4,0.35
1935,61,0.0562,0.888,172986,0.432,0.0,10,0.112,-9.275,0,0.0934,99.965,4,0.173
1936,69,0.299,0.815,196320,0.784,0.0,9,0.0958,-4.423,1,0.0738,162.958,4,0.832
1937,67,0.246,0.761,225698,0.761,0.0,5,0.103,-5.721,0,0.0897,121.972,4,0.483
1938,78,0.0529,0.813,173067,0.761,0.0119,10,0.337,-5.687,0,0.085,124.957,4,0.29
1939,65,0.811,0.603,196173,0.575,0.00183,0,0.12,-10.325,1,0.0285,95.116,1,0.673
1940,61,0.0463,0.552,157422,0.573,0.0,9,0.105,-6.585,1,0.0948,182.14,4,0.525
1941,62,0.243,0.481,172496,0.547,0.0,9,0.521,-5.894,1,0.349,91.019,4,0.457
1942,63,0.857,0.657,195200,0.32,0.00125,1,0.144,-15.104,1,0.031,115.724,4,0.39
1943,62,0.00056,0.571,424755,0.736,0.0,9,0.494,-5.633,1,0.0341,121.985,4,0.105
1944,60,0.0559,0.587,184080,0.82,7.28e-06,8,0.0777,-5.662,1,0.0414,95.011,4,0.604
1945,65,0.913,0.541,122723,0.0836,0.00199,1,0.126,-12.663,1,0.313,181.032,4,0.452
1946,64,0.00378,0.9,173640,0.649,2.06e-06,2,0.0873,-6.365,1,0.197,93.99,4,0.658
1947,60,0.227,0.511,294200,0.8,0.000345,10,0.112,-4.759,1,0.0622,114.042,4,0.531
1948,63,0.564,0.492,164083,0.712,9.1e-05,9,0.357,-7.278,0,0.691,137.453,3,0.23
1949,64,0.903,0.656,121905,0.295,0.444,9,0.123,-15.808,0,0.0477,125.992,4,0.261
1950,65,0.00986,0.898,253993,0.406,0.0,4,0.0509,-9.905,0,0.102,102.985,4,0.39
1951,59,0.121,0.772,186988,0.594,0.0,8,0.0598,-6.22,1,0.121,152.952,4,0.498
1952,61,0.593,0.795,261410,0.582,0.0,6,0.142,-6.442,1,0.336,82.016,4,0.329
1953,65,0.0732,0.918,155351,0.602,1.94e-05,1,0.417,-8.891,1,0.0603,110.996,4,0.81
1954,62,0.15,0.923,276659,0.587,0.0,11,0.118,-6.401,1,0.262,94.978,4,0.27
1955,64,0.0224,0.517,177800,0.955,0.0,10,0.364,-1.848,0,0.167,132.951,4,0.61
1956,59,0.0154,0.717,190276,0.753,0.0,7,0.0888,-6.981,1,0.409,75.985,4,0.508
1957,62,0.109,0.666,223638,0.527,9.02e-05,9,0.132,-5.852,1,0.034,115.979,4,0.37
1958,62,0.616,0.953,171107,0.554,0.000869,0,0.106,-5.12,1,0.076,101.011,4,0.457
1959,60,0.336,0.621,189987,0.61,0.0,5,0.157,-8.455,1,0.0454,139.001,4,0.424
1960,65,0.266,0.328,180600,0.619,1.95e-06,0,0.178,-7.136,1,0.282,67.153,4,0.405
1961,72,0.685,0.406,328893,0.359,3.67e-06,7,0.122,-6.145,1,0.0293,109.246,4,0.202
1962,67,0.992,0.466,99738,0.0461,0.966,9,0.113,-24.546,0,0.0594,101.829,4,0.229
1963,64,0.0521,0.698,239814,0.731,0.0,7,0.122,-3.46,1,0.15,157.035,4,0.312
1964,61,0.333,0.547,206373,0.555,0.000313,11,0.105,-7.316,0,0.163,95.102,4,0.575
1965,71,0.202,0.388,341747,0.72,0.000288,7,0.283,-5.541,1,0.033,141.283,4,0.554
1966,76,0.209,0.642,222045,0.881,0.0,11,0.21,-3.537,1,0.0393,138.03,4,0.913
1967,64,0.282,0.847,252267,0.55,0.000266,10,0.113,-9.285,1,0.3,88.017,4,0.529
1968,62,0.00431,0.773,219885,0.75,0.000362,0,0.437,-3.889,0,0.0502,120.988,4,0.77
1969,61,0.315,0.519,255117,0.742,8.42e-05,3,0.0836,-3.554,1,0.061,127.971,4,0.246
1970,67,0.235,0.746,198587,0.682,0.0,2,0.0911,-4.426,1,0.0706,173.901,4,0.805
1971,59,0.0455,0.817,208222,0.664,0.0,1,0.0663,-8.158,1,0.0576,98.153,4,0.204
1972,63,0.197,0.679,221714,0.526,0.0,4,0.0792,-7.641,0,0.172,105.133,4,0.231
1973,69,0.53,0.729,214667,0.675,0.0,2,0.0985,-5.62,0,0.0415,116.016,4,0.332
1974,64,0.352,0.777,197360,0.579,0.0,4,0.124,-6.693,1,0.288,88.015,4,0.748
1975,66,0.985,0.341,217500,0.0161,0.926,0,0.127,-23.209,0,0.0398,70.083,4,0.0877
1976,63,0.00123,0.345,276867,0.943,0.0,10,0.0609,-4.184,0,0.144,164.954,4,0.293
1977,63,0.00671,0.568,197759,0.636,0.0,11,0.105,-4.265,1,0.204,113.497,5,0.879
1978,61,0.0694,0.721,235991,0.358,0.0,7,0.115,-9.909,1,0.0626,109.916,4,0.167
1979,61,0.684,0.406,203240,0.427,1.18e-06,3,0.108,-8.177,1,0.0416,158.802,4,0.21
1980,66,0.535,0.577,256171,0.641,0.0,8,0.207,-6.628,1,0.0375,139.155,4,0.819
1981,69,0.0503,0.507,189524,0.883,1.86e-05,2,0.382,-5.043,0,0.118,125.989,4,0.219
1982,60,0.391,0.452,251906,0.79,0.0,4,0.303,-5.01,1,0.0534,143.861,4,0.362
1983,64,0.634,0.653,191560,0.62,5.46e-06,11,0.512,-5.797,1,0.28,179.8,3,0.584
1984,62,0.000832,0.809,167410,0.461,4.43e-05,10,0.143,-5.677,0,0.0907,85.992,4,0.325
1985,62,0.0139,0.878,113502,0.414,4.11e-06,8,0.0935,-11.881,1,0.663,154.831,4,0.139
1986,62,0.364,0.671,138187,0.589,0.0,4,0.1,-7.611,1,0.0503,91.439,3,0.385
1987,62,0.158,0.894,168160,0.625,0.0,8,0.171,-6.703,1,0.302,150.026,4,0.428
1988,65,0.397,0.77,186880,0.509,2.31e-06,1,0.206,-9.508,0,0.135,165.908,4,0.601
1989,69,0.581,0.672,217173,0.715,2.08e-06,0,0.101,-6.18,1,0.0268,104.989,4,0.677
1990,59,0.0285,0.715,171494,0.652,0.0,10,0.106,-7.016,0,0.274,139.945,4,0.612
1991,68,0.331,0.559,142480,0.337,0.0,7,0.311,-9.751,1,0.404,203.231,4,0.705
1992,67,0.0907,0.723,225221,0.906,0.0,1,0.0771,-4.778,0,0.279,125.019,4,0.398
1993,68,0.32,0.642,243000,0.628,0.0,8,0.103,-6.703,0,0.201,159.975,4,0.464
1994,65,0.428,0.708,77600,0.309,0.87,6,0.0843,-19.536,1,0.144,74.99,4,0.451
1995,59,0.32,0.647,167353,0.371,0.0,1,0.205,-8.645,0,0.0575,81.094,4,0.243
1996,63,0.0559,0.513,193744,0.569,0.0,6,0.138,-7.518,0,0.0278,63.263,4,0.666
1997,63,0.0108,0.877,147905,0.435,1.88e-06,0,0.115,-8.131,1,0.136,98.008,4,0.589
1998,69,0.118,0.592,195075,0.588,0.0,10,0.138,-4.889,1,0.0405,81.997,4,0.336
1999,63,0.713,0.673,247455,0.437,0.152,9,0.117,-11.746,1,0.0325,104.996,4,0.551
2000,62,0.171,0.645,99474,0.272,0.0,8,0.337,-17.213,1,0.343,110.479,4,0.358
2001,61,0.0146,0.565,197387,0.857,0.0,2,0.0606,-4.519,1,0.0384,126.072,4,0.632
2002,63,0.293,0.68,215874,0.618,0.0,7,0.252,-5.469,1,0.0981,96.104,4,0.367
2003,67,0.0214,0.827,183020,0.739,4.13e-06,8,0.043,-6.391,1,0.0744,95.999,4,0.352
2004,71,0.887,0.559,190430,0.157,0.0,1,0.107,-10.132,1,0.0414,130.877,4,0.348
2005,61,0.0732,0.49,201600,0.629,0.0,2,0.0957,-4.072,0,0.0399,74.967,4,0.3
2006,65,0.16,0.928,105131,0.355,0.000329,8,0.094,-9.181,1,0.123,120.042,4,0.0715
2007,60,0.383,0.789,163747,0.593,1.29e-06,5,0.191,-7.877,0,0.0582,109.952,4,0.293
2008,61,0.0244,0.817,179059,0.743,1.04e-06,9,0.102,-4.793,1,0.166,172.962,4,0.374
2009,60,0.477,0.434,203912,0.424,0.0,8,0.101,-12.56,1,0.322,79.982,4,0.205
2010,70,0.682,0.729,175012,0.625,0.0,7,0.0781,-5.801,0,0.0434,135.531,4,0.837
2011,63,0.382,0.666,158049,0.609,0.0,1,0.128,-7.567,1,0.0466,82.024,4,0.541
2012,64,0.257,0.719,226320,0.501,0.0,8,0.189,-8.84,0,0.239,136.025,4,0.419
2013,71,0.0308,0.682,207667,0.84,0.0,10,0.0534,-3.465,0,0.141,90.149,4,0.717
2014,66,0.022,0.425,155714,0.504,3.84e-06,9,0.363,-10.003,1,0.0314,165.818,4,0.403
2015,65,0.0915,0.534,172520,0.765,0.00107,1,0.225,-3.151,1,0.0338,127.978,4,0.117
2016,66,0.926,0.397,198404,0.249,0.0,5,0.115,-10.484,1,0.0394,79.614,4,0.329
2017,65,0.0983,0.596,216689,0.557,0.0,1,0.0565,-7.522,0,0.134,133.247,5,0.661
2018,64,0.0609,0.648,242035,0.75,4.41e-06,0,0.104,-3.248,1,0.0335,105.03,4,0.556
2019,62,0.868,0.546,191693,0.193,4.18e-05,0,0.087,-11.903,1,0.0426,139.795,4,0.311
2020,61,0.0394,0.792,273600,0.555,6.39e-06,0,0.107,-7.038,1,0.34,99.954,4,0.084
2021,69,0.459,0.342,199507,0.425,0.0,0,0.122,-9.064,0,0.0425,110.62,4,0.115
2022,62,0.301,0.733,194220,0.547,0.00537,8,0.383,-5.464,1,0.203,71.976,4,0.295
2023,64,0.0812,0.615,180853,0.698,1.17e-06,6,0.18,-3.212,1,0.0485,80.024,4,0.437
2024,61,0.717,0.649,195254,0.646,1.84e-05,11,0.0931,-6.051,1,0.0438,117.953,4,0.528
2025,61,0.523,0.571,260903,0.688,5.48e-05,11,0.148,-4.943,0,0.0401,155.157,4,0.346
2026,65,0.99,0.378,178974,0.0369,0.896,3,0.101,-25.859,0,0.0369,71.997,4,0.12
2027,62,1.5e-05,0.179,249467,0.953,0.00109,5,0.363,-2.686,1,0.202,153.955,5,0.337
2028,61,0.122,0.652,194009,0.669,0.00039,11,0.169,-7.797,0,0.0262,115.047,4,0.769
2029,61,0.363,0.544,264320,0.551,2.14e-05,5,0.157,-7.112,1,0.0574,77.654,4,0.289
2030,61,0.447,0.737,182000,0.461,0.0,6,0.268,-6.887,1,0.293,75.005,4,0.481
2031,67,0.41,0.746,260645,0.511,0.245,10,0.0705,-5.407,0,0.268,185.949,4,0.596
2032,62,0.556,0.844,353453,0.935,0.0,7,0.42,-3.585,1,0.0641,118.999,4,0.958
2033,63,0.0419,0.405,201342,0.62,1.38e-05,0,0.108,-6.806,0,0.142,195.881,4,0.48
2034,63,0.267,0.724,144000,0.68,5.41e-06,7,0.118,-8.04,0,0.244,79.997,4,0.247
2035,59,0.191,0.536,189641,0.589,0.0,8,0.282,-6.634,1,0.346,155.74,4,0.424
2036,65,0.371,0.772,102056,0.502,0.922,10,0.0917,-13.254,0,0.0291,152.031,4,0.145
2037,62,0.679,0.781,142286,0.366,0.582,2,0.11,-10.324,1,0.0401,140.021,4,0.793
2038,77,0.0723,0.609,195000,0.726,8.45e-06,5,0.0895,-4.346,0,0.0414,93.958,4,0.362
2039,64,0.139,0.534,208373,0.783,0.0,1,0.0831,-4.013,1,0.261,69.716,4,0.334
2040,66,0.995,0.226,252960,0.0934,0.859,2,0.117,-27.254,0,0.0431,128.904,4,0.201
2041,66,0.426,0.784,143080,0.744,0.0,0,0.0527,-3.913,0,0.0416,135.064,3,0.97
2042,62,0.256,0.66,203158,0.609,0.0,0,0.131,-6.616,1,0.663,84.529,4,0.36
2043,58,0.708,0.534,192520,0.815,0.0,5,0.111,-2.815,1,0.0278,159.848,4,0.564
2044,64,0.988,0.315,182040,0.0196,0.952,1,0.221,-34.737,0,0.0319,102.44,4,0.15
2045,67,0.991,0.222,115993,0.0654,0.805,0,0.11,-27.33,1,0.0376,136.106,4,0.13
2046,61,0.319,0.722,162133,0.686,0.0,7,0.352,-6.178,0,0.24,77.015,4,0.435
2047,72,0.921,0.65,173237,0.171,0.0,6,0.127,-9.005,1,0.0519,119.522,4,0.284
2048,64,0.826,0.493,151579,0.44,0.679,5,0.122,-8.547,0,0.0574,76.001,4,0.225
2049,64,0.211,0.642,184959,0.614,0.0,4,0.123,-5.335,0,0.394,99.572,4,0.43
2050,66,0.994,0.429,148988,0.0407,0.945,11,0.0856,-23.967,0,0.0523,97.563,3,0.134
2051,62,0.334,0.54,103549,0.48,0.00166,4,0.177,-8.728,1,0.0554,66.918,1,0.68
2052,65,0.0562,0.928,89973,0.778,6.27e-06,7,0.129,-6.962,0,0.252,122.998,4,0.668
2053,61,0.0493,0.78,228960,0.566,0.0,0,0.18,-8.354,1,0.12,159.965,4,0.476
