,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
4363,59,0.987,0.353,176654,0.00383,0.948,6,0.106,-29.202,1,0.0488,107.462,3,0.121
4364,59,0.744,0.734,213621,0.635,0.0,10,0.368,-5.492,1,0.0387,116.043,3,0.88
4365,61,0.523,0.746,240640,0.795,3.64e-05,5,0.173,-2.07,1,0.0367,94.991,3,0.922
4366,58,0.936,0.61,174000,0.147,0.956,7,0.111,-17.832,0,0.041,79.954,4,0.117
4367,53,0.137,0.75,344293,0.573,1.89e-05,10,0.133,-8.391,0,0.0779,143.948,4,0.303
4368,59,0.693,0.499,123288,0.269,0.799,9,0.0638,-12.692,1,0.0625,152.134,4,0.0422
4369,55,0.034,0.846,216277,0.809,0.0,2,0.151,-3.619,1,0.287,85.011,4,0.267
4370,57,0.147,0.804,231837,0.731,0.000268,1,0.165,-7.618,0,0.326,150.038,4,0.655
4371,55,0.0432,0.727,163306,0.507,4.55e-05,8,0.126,-9.76,0,0.0318,118.517,3,0.817
4372,57,0.0453,0.576,219724,0.772,0.0,9,0.0608,-4.902,1,0.0259,97.007,4,0.494
4373,59,0.00985,0.651,216393,0.865,8.62e-05,1,0.0957,-4.02,0,0.0418,121.998,4,0.649
4374,56,0.872,0.845,122222,0.398,0.00713,5,0.159,-15.781,1,0.268,109.996,4,0.482
4375,58,0.173,0.712,167680,0.839,0.0,10,0.0814,-5.136,1,0.26,99.909,4,0.565
4376,59,0.0119,0.677,157002,0.863,0.0,7,0.146,-3.785,1,0.109,126.909,4,0.647
4377,57,0.00759,0.978,119000,0.608,0.0,1,0.107,-6.9,1,0.143,114.996,4,0.643
4378,53,0.315,0.379,147840,0.781,0.000162,0,0.401,-6.147,0,0.0417,77.567,4,0.327
4379,56,0.95,0.632,89302,0.252,0.787,11,0.115,-12.342,0,0.0589,171.769,4,0.744
4380,53,0.0747,0.334,151307,0.751,0.0,10,0.222,-6.107,1,0.0503,170.049,4,0.478
4381,54,0.954,0.0814,156000,0.0914,0.884,5,0.0825,-29.036,1,0.0365,172.255,5,0.0667
4382,56,0.811,0.487,214693,0.568,0.000107,11,0.135,-8.444,0,0.0395,187.774,4,0.291
4383,56,0.00209,0.689,219390,0.947,0.0,1,0.228,-3.926,1,0.0897,119.993,4,0.393
4384,58,0.248,0.797,197419,0.69,0.0496,7,0.132,-5.845,0,0.037,124.0,4,0.184
4385,57,0.00135,0.518,203720,0.934,0.202,0,0.172,-7.082,1,0.157,161.996,4,0.233
4386,57,0.764,0.684,66207,0.169,0.921,0,0.107,-13.153,1,0.0445,86.982,4,0.203
4387,60,0.994,0.249,155250,0.00248,0.931,2,0.118,-30.501,1,0.036,73.601,4,0.0788
4388,55,0.0489,0.332,214106,0.731,0.00347,0,0.178,-4.565,1,0.0446,90.028,4,0.636
4389,60,0.0484,0.575,206280,0.568,0.000417,9,0.286,-5.509,0,0.03,93.986,4,0.37
4390,55,0.261,0.597,222672,0.864,0.0747,5,0.0973,-5.629,1,0.0271,130.079,4,0.55
4391,60,0.22,0.527,210972,0.762,0.000283,4,0.0764,-3.36,0,0.078,82.464,4,0.564
4392,55,0.339,0.589,246184,0.466,2.91e-05,0,0.155,-9.049,1,0.215,87.117,4,0.343
4393,55,0.0365,0.774,164496,0.643,0.0,8,0.112,-7.742,0,0.111,140.001,4,0.636
4394,60,0.867,0.329,244120,0.319,0.0399,1,0.114,-12.078,0,0.0335,198.116,4,0.29
4395,57,0.106,0.707,190549,0.741,0.0,0,0.0708,-4.822,1,0.107,159.924,4,0.689
4396,66,0.0729,0.677,199213,0.542,0.0,11,0.213,-7.01,0,0.341,123.751,4,0.46
4397,61,0.00701,0.695,207030,0.852,0.0,6,0.14,-4.528,0,0.127,102.988,4,0.496
4398,59,0.642,0.834,194164,0.256,0.0156,0,0.104,-9.433,0,0.252,88.944,4,0.496
4399,58,0.0888,0.727,334733,0.518,0.0,2,0.0893,-7.825,1,0.396,88.255,4,0.485
4400,55,0.00669,0.877,152798,0.528,0.0,8,0.0813,-10.981,1,0.476,144.046,4,0.184
4401,59,0.92,0.516,199840,0.166,0.0232,6,0.0995,-17.147,1,0.042,140.548,4,0.329
4402,59,0.00985,0.728,190855,0.711,3.2e-06,6,0.254,-5.047,0,0.0701,132.915,4,0.693
4403,53,0.176,0.745,188668,0.589,0.0,7,0.117,-6.852,1,0.277,135.089,4,0.575
4404,55,0.00863,0.522,207769,0.924,0.542,2,0.0372,-4.835,1,0.0459,180.098,4,0.169
4405,55,0.27,0.783,197669,0.531,0.0,4,0.0867,-6.062,1,0.0589,102.481,4,0.526
4406,56,0.49,0.833,190288,0.624,0.0,11,0.117,-6.306,1,0.325,101.96,4,0.26
4407,56,0.0956,0.679,170227,0.803,0.0,4,0.27,-3.326,1,0.125,140.033,4,0.808
4408,56,0.0195,0.606,201000,0.839,1.96e-05,0,0.15,-5.115,1,0.0297,165.951,4,0.907
4409,58,0.987,0.576,285827,0.209,0.913,10,0.11,-19.572,1,0.0418,139.88,4,0.262
4410,54,0.327,0.641,146824,0.584,0.000248,5,0.116,-8.775,0,0.183,169.953,4,0.167
4411,74,0.28,0.51,196040,0.572,0.0,6,0.113,-6.153,1,0.0262,142.062,4,0.529
4412,67,0.136,0.423,161667,0.751,0.0,11,0.243,-5.632,1,0.272,148.773,4,0.522
4413,55,0.0224,0.66,243174,0.679,0.0,2,0.0945,-6.749,1,0.111,164.11,4,0.595
4414,61,0.0473,0.754,218372,0.86,3.13e-05,2,0.233,-6.614,1,0.183,129.965,4,0.435
4415,57,0.013,0.41,200731,0.971,1.68e-05,0,0.578,-3.252,1,0.188,165.086,4,0.561
4416,66,0.0322,0.516,207773,0.56,0.0,6,0.15,-7.116,0,0.486,98.94,4,0.696
4417,57,0.93,0.6,171016,0.122,0.794,7,0.0812,-18.775,0,0.325,80.032,4,0.151
4418,69,0.216,0.682,290385,0.65,9.48e-06,5,0.0947,-7.231,1,0.0457,109.986,4,0.378
4419,53,0.0792,0.972,160373,0.735,0.0,8,0.0664,-4.643,0,0.0572,127.036,4,0.55
4420,63,0.0057,0.615,237653,0.487,0.00299,11,0.0995,-10.089,0,0.0269,104.986,4,0.323
4421,53,0.0746,0.446,219952,0.732,0.0,1,0.218,-4.876,0,0.279,139.674,4,0.347
4422,67,0.461,0.854,180875,0.623,6.73e-05,2,0.0559,-5.39,1,0.066,113.047,4,0.822
4423,58,0.846,0.623,266760,0.237,0.0,7,0.389,-12.414,1,0.0454,137.877,4,0.391
4424,54,0.405,0.59,175148,0.717,0.0,4,0.34,-6.191,1,0.066,110.809,4,0.281
4425,56,0.439,0.564,189027,0.356,0.0,9,0.0979,-13.448,1,0.387,61.638,4,0.496
4426,53,0.261,0.373,196841,0.453,4.59e-05,9,0.16,-9.224,1,0.0419,95.384,4,0.418
4427,76,0.0718,0.912,180840,0.598,1.1e-06,6,0.0892,-7.718,0,0.0881,98.004,4,0.532
4428,59,0.925,0.195,124819,0.102,0.0677,11,0.122,-19.922,1,0.0459,81.37,4,0.115
4429,59,0.88,0.639,159017,0.265,0.646,6,0.87,-17.125,1,0.061,82.021,4,0.137
4430,59,0.0376,0.478,270760,0.9,0.0524,5,0.101,-3.16,1,0.0471,90.959,4,0.676
4431,56,0.0353,0.925,202213,0.736,0.000156,1,0.0966,-6.263,1,0.132,147.013,4,0.493
4432,60,0.965,0.405,153978,0.174,0.891,5,0.111,-21.992,0,0.0409,117.58,4,0.0989
4433,57,0.0226,0.644,185707,0.591,0.0,1,0.232,-5.16,1,0.0626,149.986,4,0.465
4434,55,0.3,0.764,262813,0.491,2.18e-06,4,0.115,-8.559,0,0.242,103.996,4,0.243
4435,56,0.437,0.326,66120,0.923,0.0,10,0.385,-2.946,0,0.431,170.949,4,0.799
4436,54,0.701,0.475,285942,0.25,0.0,5,0.0641,-11.006,0,0.0515,170.895,3,0.258
4437,58,0.033,0.53,188471,0.789,0.119,9,0.272,-5.546,1,0.0431,110.086,4,0.0654
4438,63,0.00912,0.667,238193,0.889,0.0,6,0.0816,-4.851,1,0.0918,169.959,4,0.541
4439,62,0.7,0.635,272987,0.385,0.0,11,0.126,-4.984,0,0.0261,89.996,4,0.497
4440,56,0.897,0.409,146938,0.24,0.803,1,0.889,-16.824,1,0.0572,118.909,4,0.0387
4441,54,0.532,0.531,169102,0.454,1.42e-06,7,0.378,-9.938,0,0.0385,134.859,3,0.41
4442,56,0.73,0.57,220629,0.376,0.0,4,0.127,-9.932,1,0.0302,130.147,3,0.248
4443,57,0.0523,0.835,221853,0.756,0.028,10,0.0606,-5.441,0,0.123,153.988,4,0.809
4444,56,0.0977,0.671,219435,0.387,0.0,2,0.193,-9.578,1,0.0525,93.872,4,0.667
4445,56,0.15,0.691,232973,0.813,5.04e-05,2,0.242,-3.208,0,0.0721,172.047,4,0.758
4446,56,0.454,0.634,70506,0.65,0.947,5,0.103,-13.163,1,0.123,177.874,4,0.774
4447,57,0.179,0.613,230418,0.812,0.0,1,0.11,-2.852,1,0.0545,144.943,4,0.391
4448,65,0.0696,0.786,180231,0.712,0.0,3,0.236,-5.349,0,0.0677,130.144,4,0.795
4449,63,0.13,0.545,217949,0.498,0.0,8,0.104,-8.764,1,0.0335,148.055,4,0.063
4450,59,0.693,0.558,212688,0.461,0.0,1,0.102,-7.592,1,0.0442,137.892,4,0.263
4451,58,0.00261,0.754,167180,0.526,0.466,1,0.113,-12.96,1,0.0435,117.051,4,0.716
4452,53,0.469,0.774,156213,0.513,0.0,11,0.256,-7.427,0,0.0882,79.999,4,0.358
4453,61,0.0249,0.685,293493,0.631,7.67e-05,7,0.211,-10.338,1,0.0926,104.126,4,0.72
4454,54,0.898,0.518,208000,0.412,0.000757,7,0.112,-8.909,1,0.0336,120.061,4,0.0784
4455,59,0.114,0.618,181720,0.845,0.0,2,0.415,0.175,1,0.132,171.921,4,0.486
4456,53,0.116,0.497,283040,0.87,3.38e-05,4,0.268,-6.459,1,0.0469,153.995,4,0.633
4457,54,0.0217,0.683,173844,0.664,0.0,0,0.347,-6.644,1,0.165,148.808,4,0.444
4458,54,0.0268,0.667,251642,0.663,0.018,7,0.314,-8.25,1,0.0267,118.975,4,0.461
4459,55,0.0718,0.816,195389,0.661,0.0,2,0.16,-6.713,1,0.384,163.857,4,0.659
4460,64,0.214,0.671,240000,0.794,0.000517,10,0.173,-5.16,0,0.0533,171.977,4,0.763
4461,61,0.21,0.723,208667,0.726,0.0,2,0.061,-4.512,1,0.043,150.011,4,0.839
4462,55,0.167,0.722,245708,0.564,0.0,8,0.19,-6.194,0,0.0319,109.936,4,0.313
4463,56,0.207,0.76,166345,0.853,0.0,10,0.337,-2.189,1,0.0448,145.029,4,0.516
4464,54,0.0407,0.899,254947,0.467,2.8e-06,11,0.132,-8.608,0,0.175,120.038,4,0.475
4465,58,0.72,0.499,185422,0.187,1.23e-05,5,0.0822,-11.442,1,0.029,85.356,3,0.0522
4466,62,0.244,0.818,210173,0.745,0.0588,7,0.135,-8.172,0,0.0898,116.011,4,0.534
4467,60,0.107,0.843,199301,0.58,1.84e-05,2,0.0645,-4.271,1,0.0591,98.023,4,0.638
4468,61,0.51,0.632,185108,0.454,2.68e-06,7,0.179,-6.996,1,0.0505,90.024,4,0.493
4469,56,0.516,0.764,177500,0.457,2.4e-05,2,0.201,-11.351,1,0.0272,95.996,4,0.764
4470,54,0.00641,0.722,132504,0.777,0.0,0,0.0589,-5.754,0,0.392,150.262,4,0.367
4471,55,0.323,0.41,251160,0.575,0.84,9,0.111,-9.839,0,0.0294,77.469,4,0.265
4472,60,0.928,0.667,270002,0.234,3.33e-05,9,0.149,-11.909,1,0.0306,101.929,4,0.142
4473,65,0.187,0.663,207004,0.656,0.0,10,0.522,-5.803,1,0.0875,88.973,4,0.667
4474,55,0.0132,0.501,236833,0.969,5.15e-06,7,0.139,-2.011,1,0.353,74.767,4,0.17
4475,57,0.032,0.719,223000,0.703,1.14e-05,5,0.0656,-4.93,0,0.0392,101.984,4,0.72
4476,67,0.175,0.68,229813,0.942,0.0013,9,0.117,-4.21,1,0.0628,123.99,4,0.65
4477,61,0.996,0.509,119080,0.00964,0.967,5,0.0892,-24.155,1,0.123,70.283,5,0.313
4478,62,0.0164,0.728,221153,0.69,0.0,8,0.104,-4.344,0,0.0524,94.028,4,0.415
4479,65,0.312,0.764,154093,0.701,0.0,6,0.0852,-5.929,0,0.182,94.924,4,0.78
4480,56,0.0138,0.884,192347,0.507,0.0,1,0.0963,-4.919,1,0.332,141.947,4,0.168
4481,59,0.241,0.548,196473,0.628,0.0,7,0.109,-5.139,0,0.0711,147.847,4,0.323
4482,58,0.0327,0.506,305253,0.715,7.75e-06,6,0.15,-5.705,0,0.0297,179.973,4,0.597
4483,53,0.00589,0.452,168373,0.943,0.00082,11,0.0661,-3.956,0,0.102,185.94,4,0.672
4484,59,0.84,0.689,117209,0.226,0.965,0,0.11,-15.211,1,0.0578,171.979,4,0.362
4485,57,0.796,0.348,139060,0.111,0.0021,10,0.14,-17.049,1,0.0313,174.136,4,0.26
4486,59,0.0914,0.592,194960,0.674,0.0,9,0.331,-5.328,0,0.0402,78.454,4,0.338
4487,59,0.129,0.691,215112,0.604,0.00494,0,0.108,-6.358,1,0.341,125.55,5,0.44
4488,54,0.0186,0.812,180053,0.558,0.0408,11,0.118,-8.546,1,0.471,149.942,4,0.304
4489,58,0.0291,0.556,131229,0.488,0.446,4,0.116,-7.22,0,0.243,172.789,4,0.391
4490,57,0.000165,0.606,207206,0.905,0.00225,11,0.447,-4.291,1,0.0469,101.965,4,0.508
4491,56,0.085,0.709,169013,0.682,5.84e-06,0,0.0979,-6.213,1,0.268,136.943,4,0.16
4492,55,0.886,0.475,163480,0.312,0.0,4,0.085,-11.731,1,0.0486,143.156,4,0.4
4493,54,0.0368,0.905,177216,0.327,0.000745,11,0.108,-11.393,0,0.149,140.0,4,0.163
4494,57,0.482,0.754,193202,0.367,6.73e-05,4,0.153,-12.631,0,0.0952,86.989,4,0.826
4495,56,0.304,0.66,184286,0.881,0.0,5,0.376,-5.434,0,0.0915,112.004,4,0.663
4496,55,0.5,0.734,207893,0.564,1.58e-05,1,0.154,-6.375,0,0.249,151.927,4,0.685
4497,53,0.673,0.626,163342,0.762,2.1e-06,7,0.325,-6.846,1,0.0432,76.793,4,0.766
4498,63,0.1,0.489,197280,0.596,0.000111,11,0.106,-6.54,0,0.0705,70.234,4,0.188
4499,61,0.119,0.435,231774,0.473,1.17e-06,10,0.142,-8.235,1,0.0415,123.519,4,0.327
4500,54,0.112,0.526,198775,0.611,5.26e-05,3,0.308,-5.591,1,0.027,145.925,4,0.512
4501,59,0.00783,0.739,193600,0.5,0.0,8,0.146,-7.046,1,0.132,149.988,4,0.285
4502,60,0.29,0.638,147366,0.373,0.774,4,0.238,-11.411,1,0.15,79.007,4,0.0396
4503,54,0.336,0.709,225367,0.704,0.0,10,0.262,-4.465,1,0.0882,132.043,4,0.387
4504,61,0.85,0.539,111047,0.364,0.656,2,0.302,-13.239,1,0.0768,80.009,4,0.759
4505,65,0.408,0.683,201420,0.782,0.0,0,0.236,-2.989,1,0.0497,100.954,4,0.673
4506,56,0.303,0.699,168493,0.43,0.0,10,0.11,-8.641,0,0.111,120.025,5,0.39
4507,56,0.0259,0.497,191067,0.747,0.0,11,0.0697,-3.112,0,0.0894,140.81,4,0.355
4508,60,0.858,0.213,234280,0.0732,0.912,10,0.111,-25.658,1,0.0416,121.757,4,0.04
4509,58,0.0521,0.618,162899,0.56,0.938,4,0.208,-12.706,0,0.0246,100.054,4,0.119
4510,58,0.168,0.702,220085,0.603,0.0,7,0.213,-6.833,0,0.0598,106.023,4,0.717
4511,59,0.169,0.753,189695,0.566,0.0,11,0.276,-4.763,0,0.435,113.884,4,0.591
4512,55,0.933,0.652,74590,0.218,5.11e-05,2,0.591,-18.186,1,0.206,114.424,4,0.688
4513,56,0.0276,0.847,267107,0.58,0.0548,1,0.1,-5.316,1,0.0723,137.995,4,0.575
4514,53,0.252,0.537,248411,0.552,0.0,8,0.158,-11.316,1,0.438,136.26,4,0.668
4515,58,0.201,0.759,136760,0.733,0.0,10,0.13,-7.015,0,0.165,144.96,4,0.411
4516,55,0.636,0.541,276600,0.378,0.594,2,0.0899,-6.283,0,0.0296,136.94,4,0.401
4517,61,0.123,0.705,228192,0.382,0.0,8,0.102,-9.819,0,0.0694,109.977,4,0.453
4518,56,0.091,0.656,194280,0.804,0.0,0,0.297,-4.35,1,0.0894,111.96,4,0.489
4519,53,0.0689,0.751,175099,0.816,0.0,0,0.0969,-3.503,1,0.109,82.489,4,0.447
4520,54,0.284,0.541,290853,0.804,6.29e-05,8,0.709,-6.444,1,0.0471,140.628,4,0.543
4521,60,0.187,0.722,234293,0.559,8.96e-06,10,0.125,-5.249,0,0.0342,110.065,4,0.255
4522,56,0.19,0.658,226947,0.59,0.0106,11,0.216,-8.56,1,0.298,152.729,4,0.223
4523,58,0.136,0.769,187773,0.718,0.0,2,0.0746,-5.504,1,0.164,89.994,4,0.705
4524,59,0.983,0.18,139752,0.106,0.941,2,0.112,-21.673,1,0.0351,93.639,4,0.0686
4525,56,0.932,0.0,96449,0.11,0.298,10,0.108,-29.296,0,0.0,0.0,0,0.0
4526,56,0.245,0.876,127335,0.807,0.0,10,0.125,-4.466,0,0.18,135.754,4,0.691
4527,54,0.179,0.715,211479,0.784,7.2e-06,1,0.0612,-5.425,1,0.175,87.337,4,0.609
4528,57,0.461,0.799,176965,0.863,2.51e-06,2,0.316,-3.804,1,0.0936,122.056,4,0.939
4529,58,0.622,0.596,145116,0.354,0.917,10,0.141,-9.689,1,0.141,85.949,4,0.162
4530,62,0.688,0.474,228571,0.283,5.55e-06,6,0.087,-8.25,0,0.143,80.336,4,0.437
4531,57,0.186,0.638,151107,0.946,0.0,10,0.399,-3.685,0,0.315,85.015,4,0.583
4532,55,0.146,0.526,189578,0.412,0.0,9,0.105,-9.722,1,0.0449,165.87,4,0.265
4533,60,0.237,0.738,257632,0.498,0.0,4,0.164,-6.373,1,0.155,95.042,4,0.809
4534,54,0.461,0.742,170861,0.582,0.0,5,0.126,-6.397,1,0.437,83.075,4,0.539
4535,56,1.49e-05,0.423,237626,0.792,0.0,5,0.429,-6.227,0,0.0396,119.974,4,0.195
4536,55,0.00172,0.533,220667,0.976,0.0,0,0.147,-2.501,1,0.0814,118.915,4,0.298
4537,53,0.511,0.775,206267,0.527,0.0,6,0.0799,-4.213,0,0.296,133.953,4,0.474
4538,69,0.185,0.786,200293,0.695,0.0,1,0.123,-5.343,0,0.353,97.957,4,0.591
4539,54,0.574,0.591,207067,0.157,5.32e-05,11,0.122,-12.924,1,0.0676,82.412,4,0.146
4540,60,0.792,0.768,154352,0.534,0.0,0,0.12,-3.645,1,0.0315,115.527,4,0.914
4541,62,0.0305,0.741,154877,0.689,0.0,4,0.112,-4.946,1,0.0447,110.06,4,0.655
4542,55,0.786,0.637,64194,0.476,4.27e-06,1,0.939,-18.382,1,0.544,91.872,5,0.262
4543,58,0.335,0.441,214560,0.471,1.82e-05,8,0.107,-5.446,0,0.0491,101.921,3,0.378
4544,52,0.419,0.776,164933,0.47,0.0,4,0.139,-10.308,0,0.0318,106.329,4,0.963
4545,57,0.512,0.493,190164,0.709,0.0,7,0.0858,-5.681,1,0.107,80.064,4,0.399
4546,60,0.00213,0.587,219973,0.744,0.00181,7,0.114,-4.611,0,0.0742,118.962,4,0.236
4547,59,0.2,0.707,164051,0.689,0.368,11,0.105,-4.289,0,0.0711,79.064,4,0.276
4548,55,0.267,0.705,221356,0.414,0.0,8,0.0739,-9.962,1,0.0425,114.384,4,0.909
4549,57,0.143,0.769,197120,0.508,0.0,11,0.103,-7.662,0,0.24,80.952,4,0.44
4550,62,0.511,0.604,178477,0.406,0.0051,0,0.121,-9.732,1,0.0569,97.021,4,0.203
4551,55,0.000601,0.66,215999,0.76,0.312,11,0.0949,-5.488,0,0.0332,107.028,4,0.359
4552,62,0.22,0.625,196570,0.626,0.0,7,0.228,-5.281,1,0.0293,142.043,4,0.282
4553,58,0.896,0.513,162373,0.404,0.0493,5,0.136,-11.101,1,0.126,127.992,4,0.46
4554,55,0.00989,0.656,204380,0.773,0.0,8,0.436,-3.609,1,0.0297,120.056,4,0.406
4555,55,0.218,0.704,141918,0.564,0.0117,4,0.07,-7.573,1,0.0379,114.967,4,0.607
4556,54,0.124,0.729,134069,0.576,0.0,8,0.16,-5.762,1,0.135,144.935,4,0.327
4557,62,0.0307,0.728,193609,0.821,0.0,0,0.0386,-3.129,1,0.0419,108.001,4,0.816
4558,56,0.17,0.67,216907,0.868,0.0,1,0.0826,-5.566,0,0.0417,97.053,4,0.772
4559,53,0.892,0.591,204107,0.272,1.96e-05,11,0.629,-10.749,1,0.0561,72.507,4,0.312
4560,55,0.434,0.882,142263,0.422,4.92e-06,11,0.0918,-5.752,0,0.198,150.008,4,0.181
4561,63,0.243,0.653,314433,0.5,0.0027,0,0.105,-9.203,1,0.108,76.041,4,0.325
4562,52,0.553,0.657,181667,0.537,0.0,3,0.0985,-4.355,1,0.0286,82.011,4,0.711
4563,53,0.212,0.576,231032,0.609,0.162,10,0.132,-7.487,0,0.0361,153.855,4,0.435
4564,54,0.00289,0.75,219873,0.63,0.35,9,0.0922,-6.755,0,0.0257,109.986,4,0.828
4565,66,0.263,0.752,192333,0.698,0.0,11,0.189,-5.775,1,0.211,173.974,4,0.587
4566,56,0.0116,0.909,166850,0.52,2.91e-06,2,0.0677,-7.417,1,0.0606,119.825,4,0.576
4567,54,0.732,0.386,247235,0.302,0.0,11,0.113,-8.607,1,0.0296,155.063,3,0.157
4568,54,0.112,0.765,172500,0.54,0.0,1,0.122,-6.726,1,0.089,106.021,4,0.223
4569,58,0.4,0.851,132000,0.171,0.749,0,0.111,-9.565,1,0.162,80.064,4,0.512
4570,57,0.876,0.618,85714,0.211,0.849,9,0.0887,-16.41,1,0.208,83.982,4,0.142
4571,62,0.0106,0.944,197923,0.559,3.25e-05,11,0.0775,-7.706,0,0.064,107.992,4,0.705
4572,56,0.842,0.724,155676,0.277,0.717,5,0.0912,-17.233,0,0.113,74.006,4,0.31
4573,59,0.987,0.321,160453,0.0472,0.874,2,0.111,-27.512,0,0.0363,107.968,4,0.0563
4574,55,0.352,0.609,301469,0.637,0.0,7,0.659,-8.267,1,0.505,118.931,5,0.798
4575,58,0.984,0.197,210152,0.0152,0.837,5,0.0885,-34.308,1,0.0616,67.756,4,0.0666
4576,53,0.721,0.634,199560,0.377,0.0,0,0.0841,-10.229,1,0.345,159.986,4,0.477
4577,53,0.338,0.864,189265,0.498,2.17e-05,10,0.11,-8.698,1,0.063,102.502,4,0.885
4578,55,0.0877,0.761,133824,0.61,0.0,4,0.161,-5.784,1,0.0794,77.003,4,0.9
4579,58,4.32e-06,0.439,178245,0.958,2.41e-06,9,0.0641,-4.236,0,0.0953,90.036,4,0.254
4580,63,0.452,0.601,225000,0.542,0.0,7,0.317,-8.003,1,0.0348,82.228,4,0.823
4581,53,0.266,0.691,144080,0.8,0.0,4,0.155,-5.867,0,0.379,159.893,4,0.622
4582,57,0.000569,0.607,195867,0.743,1.05e-05,2,0.201,-4.984,1,0.0376,127.942,4,0.752
4583,53,0.109,0.69,229939,0.732,0.0,9,0.104,-5.989,1,0.096,119.893,4,0.317
4584,52,0.164,0.75,63975,0.472,0.0,4,0.344,-12.385,0,0.324,120.071,4,0.64
4585,60,0.263,0.799,195320,0.395,0.0,0,0.12,-5.743,1,0.0351,119.953,4,0.566
4586,60,0.432,0.646,218626,0.399,0.284,5,0.124,-14.222,1,0.0295,104.985,4,0.581
4587,54,0.0132,0.547,297625,0.99,2.16e-05,6,0.294,-3.658,0,0.137,138.049,4,0.273
4588,62,0.0906,0.645,168800,0.855,0.0,2,0.114,-5.63,1,0.0356,147.007,4,0.649
4589,56,0.000662,0.148,65453,0.288,0.969,10,0.324,-34.25,0,0.0782,138.051,3,0.0367
4590,54,0.131,0.829,153757,0.803,0.0,9,0.636,-4.153,1,0.258,98.968,4,0.766
4591,61,0.0164,0.638,191126,0.682,1.09e-05,6,0.457,-3.798,1,0.0526,142.977,4,0.206
4592,58,0.435,0.698,183733,0.724,0.0,2,0.0766,-3.082,1,0.0373,152.141,3,0.875
4593,57,4.05e-05,0.495,233095,0.949,0.00167,5,0.328,-4.797,0,0.054,95.959,4,0.501
4594,62,0.541,0.381,192720,0.683,0.0,6,0.147,-4.05,0,0.104,138.169,4,0.597
4595,62,0.246,0.663,238200,0.853,0.0,8,0.208,-2.809,1,0.0878,180.008,4,0.707
4596,56,0.941,0.717,204042,0.134,0.0942,11,0.107,-16.178,1,0.0294,94.933,4,0.234
4597,52,0.0417,0.237,303297,0.412,0.451,4,0.107,-11.384,1,0.0299,186.955,4,0.364
4598,52,0.757,0.47,344573,0.351,1.32e-06,7,0.556,-9.385,1,0.034,152.013,4,0.392
4599,56,0.114,0.647,108125,0.198,0.867,8,0.0979,-12.563,1,0.0777,80.01,4,0.272
4600,54,0.017,0.655,200618,0.5,8.13e-06,8,0.164,-9.017,1,0.0356,135.091,4,0.21
4601,57,0.763,0.545,200205,0.606,3.92e-06,4,0.0825,-10.982,0,0.32,91.686,4,0.145
4602,59,0.0725,0.641,248493,0.792,0.513,7,0.175,-6.453,1,0.0272,87.069,4,0.67
4603,53,0.0101,0.505,198280,0.837,0.0,0,0.132,-4.409,0,0.0356,160.034,4,0.46
4604,54,0.146,0.8,176797,0.794,0.0,10,0.128,-5.551,0,0.23,92.05,4,0.438
4605,62,0.00211,0.613,205149,0.874,0.0,0,0.134,-3.712,0,0.0335,102.975,4,0.651
4606,60,0.994,0.262,257411,0.00696,0.918,2,0.0828,-32.61,1,0.0487,71.673,4,0.215
4607,57,0.879,0.748,163720,0.573,0.00581,0,0.0989,-6.057,1,0.0332,110.177,4,0.463
4608,56,0.441,0.729,183704,0.337,0.821,7,0.122,-15.436,1,0.06,162.011,4,0.792
4609,62,0.00511,0.735,199846,0.736,0.0,4,0.165,-3.266,0,0.277,117.975,4,0.813
4610,62,0.0124,0.529,211763,0.956,3.6e-06,9,0.119,-1.889,1,0.265,179.989,4,0.559
4611,61,0.00722,0.667,202787,0.729,0.0,9,0.332,-5.608,0,0.0715,129.985,4,0.287
4612,55,0.0486,0.698,195307,0.674,0.0,5,0.0998,-6.872,1,0.0608,143.058,4,0.511
4613,58,0.96,0.246,223893,0.0655,1.38e-05,9,0.093,-19.549,1,0.0456,65.136,4,0.191
4614,53,0.000209,0.312,282835,0.892,0.809,4,0.101,-2.529,1,0.0666,112.639,3,0.033
4615,57,0.527,0.634,244213,0.433,0.0,4,0.069,-7.896,1,0.058,75.961,4,0.247
4616,54,0.259,0.525,252265,0.558,9.19e-06,9,0.877,-9.132,1,0.379,144.744,4,0.383
4617,53,0.0215,0.691,207648,0.845,1.25e-05,7,0.331,-4.746,0,0.0519,162.062,4,0.635
4618,57,0.545,0.633,82103,0.451,0.00329,8,0.249,-14.649,1,0.103,81.975,4,0.473
4619,54,0.0783,0.772,196612,0.705,0.0,8,0.124,-5.37,1,0.0925,166.077,4,0.587
4620,59,0.43,0.64,274760,0.853,0.711,2,0.156,-7.996,0,0.031,124.122,4,0.829
4621,53,0.000958,0.493,210900,0.998,1.86e-06,4,0.252,-3.487,0,0.109,74.99,4,0.437
4622,60,0.0474,0.618,181733,0.836,0.0,9,0.172,-3.362,1,0.379,212.058,4,0.54
4623,53,0.201,0.674,240247,0.617,0.0,5,0.265,-6.834,1,0.381,140.073,4,0.593
4624,58,0.0657,0.642,182400,0.933,1.04e-05,4,0.087,-2.887,0,0.0871,150.039,4,0.158
